provincia;departamento;sector;ambito;grado;0años;1año;2años;3años;4años;5años;6años;7años;8años;9años;10años;11años;12años;13años;14años;15años;16años;17años;18años;19años;20años;21años;22años;23años;24años;25años;26años;27años;28años;29años;30añosymás
Ciudad de Buenos Aires;Comuna 11;Privado;Urbano;Sala de 4;     ;     ;     ;     ;1101;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 11;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ;1156;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 11;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;11;21;33;35;32;34;28;25;20;13;21;15;82
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;1°;     ;     ;     ;     ;     ;12;1039;15;1;1;     ;     ;1;     ;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;34;609;147;60;26;8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;34;521;149;76;19;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5;480;142;51;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3;81;20;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;1;1185;38;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;1;1160;55;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;5;1142;67;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;4;1173;72;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4;1130;71;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;1130;90;6;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20;755;48;7;3;     ;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;52;730;115;32;13;4;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;Deambuladores;     ;165;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;Lactantes;65;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;Sala de 2;     ;     ;430;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;Sala de 3;     ;     ;     ;691;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;Sala de 4;     ;     ;     ;     ;886;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ;970;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2;3;10;2;1;6;6;9;4;13;14;2;105
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;1287;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;39;1276;52;8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;22;1360;72;4;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;37;1317;85;9;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;102;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;1368;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;1402;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;1409;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1465;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1347;14;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1434;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;18;1307;37;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;26;1352;46;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;Deambuladores;     ;180;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;Lactantes;40;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;Sala de 2;     ;1;619;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;Sala de 3;     ;     ;8;1005;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;Sala de 4;     ;     ;     ;3;1225;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;Sala de 5;     ;     ;     ;     ;7;1183;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6;14;35;36;65;80;61;70;54;64;63;61;529
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ;710;27;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;34;904;270;72;18;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;29;892;210;56;8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;12;807;198;51;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;311;61;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;22;755;24;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;21;794;32;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;33;786;33;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;31;775;35;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;17;800;51;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;24;842;44;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;32;1017;107;22;3;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;24;1117;217;48;5;     ;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;Deambuladores;3;113;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;Lactantes;69;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;Sala de 2;     ;5;285;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;Sala de 3;     ;     ;7;464;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;Sala de 4;     ;     ;     ;     ;563;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ;634;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;160;300;324;367;389;337;248;225;177;144;112;102;1042
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;2072;11;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;18;2682;115;17;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;27;2610;121;20;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;35;2694;125;15;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5;25;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;2178;16;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;3;2273;15;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;1;2281;17;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;3;2243;20;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4;2239;28;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;2;2417;35;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;29;2782;62;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;32;2767;94;6;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;Deambuladores;     ;311;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;Lactantes;6;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;Sala de 2;     ;7;1083;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;Sala de 3;     ;     ;5;1609;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;Sala de 4;     ;     ;     ;1;1902;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;Sala de 5;     ;     ;     ;     ;1;1934;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;210;379;435;447;386;344;331;285;231;195;175;146;1578
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;1°;     ;     ;     ;     ;     ;1;868;17;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;25;748;127;42;7;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;22;764;143;28;21;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;30;705;129;40;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5;106;26;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;6;937;29;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;17;916;37;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;9;883;40;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;8;934;47;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7;890;44;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2;961;69;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;30;754;56;3;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;21;785;112;28;7;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;Deambuladores;2;146;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;Lactantes;81;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;Sala de 2;     ;4;430;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;Sala de 3;     ;     ;7;585;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;Sala de 4;     ;     ;     ;     ;691;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ;783;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;155;246;281;280;303;320;293;330;262;274;261;245;2364
Ciudad de Buenos Aires;Comuna 14;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;1443;18;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;13;1168;71;5;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;10;1263;58;7;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8;1173;55;13;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;32;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;1522;18;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;1500;18;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;1;1528;16;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 14;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;2;1449;23;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
